"V1","V2","V3","V4"
0.158386438903038,0,0.151388588938298,0.186540838265079
0.175786478088385,0,-0.120277745222567,0.190848923882808
0.567777646740894,0,-0.19755095309426,0.189886274826532
0.820300522338757,0,0.017088863351737,0.184091587374542
0.86600569161742,0,-0.09874912091444,0.190862869043508
0.608307396959463,0,-0.0244809997320132,0.186721344629679
0.384525895926885,0,-0.216554056668534,0.186616595717732
0.170288916015608,0,0.108316745309062,0.186740108406615
0.0404264636391781,1,-0.496837685172211,0.19414459864755
0.398509240235499,0,-0.162946898330319,0.188355605883772
0.600769349087457,0,-0.0230814848014265,0.185064725344546
0.181859952877372,0,0.138069362471066,0.18685406116146
0.700289967053909,0,-0.0980373368434457,0.191317034906824
0.915573302039277,0,0.0744914432656452,0.192158858562687
0.868029117149232,0,-0.0261563370367086,0.18385379047713
0.675039774495046,0,-0.0403079946264322,0.188234188040362
0.41752470978839,0,-0.291698737790987,0.192088747200101
0.96422423144508,0,0.0669296453341348,0.193440715430071
0.151413251610215,0,0.200459892048596,0.183904051698761
0.595251045602783,0,-0.254481535790794,0.187858126747837
0.535225393061602,0,0.211582059779982,0.192919602964022
0.691643037168027,0,-0.118066072936303,0.192769696988606
0.720542332078221,0,-0.0647381573126538,0.184196998932013
0.738870897103805,0,0.0548367141641442,0.19042222100205
0.209996437590211,0,-0.298271887929797,0.194199261154908
0.00404295219306976,0,-0.269225385597466,0.192725251794936
0.509178632039186,0,-0.0858662302834687,0.19074903823047
0.96264368698334,0,-0.0258001074456513,0.191572058273717
0.0375378421205085,1,-0.428163124806407,0.194315971327886
0.923437969162054,0,-0.00282511808256292,0.189293565010745
0.872275360102445,0,0.161809551457481,0.186383504655046
0.350894601432418,0,-0.212842182659901,0.187755864503145
0.578686482560347,0,0.17855496446134,0.190138767485457
0.649254743766512,0,0.000775163151869762,0.187604311068253
0.779746841483429,0,-0.0771468738718011,0.186353671821805
0.137615298456111,1,-0.404706451278461,0.190252355401992
0.765620667368771,0,0.148596349013508,0.186278582904145
0.550359001369831,0,0.206000213391103,0.191645397536747
0.845019324884729,0,0.11113145438468,0.1899055702619
0.0690439718717314,0,-0.358041371512173,0.190512613958858
0.0216201522593631,0,-0.362652464846195,0.187523516242933
0.330469353502117,0,-0.328277997633045,0.190328934072306
0.771458914577115,0,0.112508256438403,0.185536056492511
0.315536122415662,0,0.219348942148771,0.192298932287862
0.766197078696135,0,0.0792200048985623,0.18600155901188
0.1141759869994,1,0.434079964751809,0.18667931385213
0.615844923107595,0,-0.0251532867542645,0.189425963371222
0.42149476653549,0,-0.375546427215336,0.192554795517109
0.223890551855712,0,-0.252078181563963,0.187148239911152
0.969891154999706,0,0.0401896555407724,0.185785058713078
0.328930001798886,0,0.132681150483419,0.186931636853936
0.979079834883286,0,-0.168153531973711,0.193414728833666
0.565177094911424,0,0.26814139386753,0.183747968320039
0.713816217600245,0,-0.0381897289700193,0.187541801943988
0.887123882685058,0,0.0332795545063633,0.195626295737622
0.175719571181023,0,-0.134808045043998,0.201096016363029
0.562209452621055,0,0.193434615218458,0.186774317887215
0.952780796014938,0,0.148224299335812,0.188730892497578
0.871303776040074,0,-0.171079129286197,0.192406880528868
0.120143863692102,0,-0.305246802052442,0.195279098397647
0.582263537443144,0,0.237536977811561,0.194049138722546
0.163524041540648,0,0.350978644461254,0.186194810587399
0.210385839027973,1,-0.424549980268357,0.195135562727766
0.63481672930397,0,0.0389468508248902,0.189972008886023
0.890400810506634,0,-0.103052334667112,0.189609220818354
0.663749255608933,0,-0.0196211491883895,0.185313864231585
0.336225897833734,0,0.23906967699896,0.18842301100469
0.546296026199631,0,-0.130017881773566,0.189024226543304
0.60613101538304,0,-0.0422835718962289,0.182190310213437
0.942932637996802,0,-0.0249496424462279,0.19108281745403
0.0975350038435161,0,-0.165521216180175,0.191210166424665
0.691018296716953,0,-0.0284504106976406,0.19415192693872
0.538494262286303,0,-0.0582644965091692,0.184444609250813
0.976981563047068,0,-0.0216821722111817,0.185949055168447
0.484589731894173,0,0.105885115681872,0.184950974161931
0.782515863456743,0,-0.0283103136992424,0.189558236958967
0.405769521565573,0,0.185771308499822,0.189927836791531
0.91910782587878,0,0.0897668051047726,0.188343200799337
0.920596629054389,0,-0.00226556967676594,0.186474965004214
0.204613905652456,0,0.205765421851947,0.18235111282836
0.725905719004053,0,-0.0740268341912613,0.191222445144505
0.191490629244342,0,0.194698343739919,0.183290640275063
0.302466401065258,0,-0.305098690841008,0.197038364986834
0.552692558239175,0,0.06841024033023,0.192494474405023
0.860521782553588,0,-0.00930385447435689,0.187597029851952
0.693877673463008,0,0.00758163727803929,0.190893332529355
0.00419406361844346,1,-0.527715454996479,0.193242275550637
0.992848331811345,0,-0.0013634669602931,0.186459405736017
0.831157430495869,0,-0.0371599929497601,0.188448752159045
0.656450448338664,0,-0.172120782339654,0.193178127827692
0.0849807572603278,0,-0.359953554829331,0.195816238308969
0.563694272744738,0,-0.0310052038465878,0.185435630133018
0.277472987327634,0,0.111066609496821,0.184298342310123
0.81043703911415,0,0.144062567113015,0.189512271661636
0.843869580712233,0,0.032274155892098,0.194725458110508
0.227343480938503,0,0.0321730047868363,0.185782968015907
0.235910213346877,0,0.167570133954382,0.187658296834703
0.558019341024814,0,-0.0714297206124797,0.185913883011187
0.800967062551712,0,-0.0133180600109279,0.189099849091736
0.516550662819386,0,0.0135829551081295,0.189748052703963
0.826904997340723,0,-0.0577261060066472,0.194226168114372
0.261412573928057,0,0.0663021958732597,0.185244339981987
0.4177663907839,0,0.140403186256816,0.185252279305446
0.567218434728294,0,0.000309083519290265,0.184319315776533
0.612058486959055,0,-0.00775522765307812,0.184040118867925
0.406368954370744,0,0.184135968625947,0.189381113470659
0.846375839880025,0,0.0283315793280003,0.181945506419829
0.267654756279936,0,0.335194288014899,0.184582797340893
0.260755647976677,0,0.129758400894249,0.195395566184962
0.431775111985808,0,-0.163253460081901,0.192826428111942
0.812903292708721,0,0.204139056185682,0.194642962156494
0.62536960189709,0,0.0571212254975464,0.185904676089215
0.587128965345549,0,-0.0693453682145491,0.185081993701649
0.0890912685542927,0,-0.258287872097645,0.188396689439055
0.525933552098684,0,-0.100328432450475,0.190734579996193
0.395814064557995,0,-0.0601930311086576,0.185944070484946
0.95245708850224,0,-0.0624583332196771,0.188582877784721
0.499380501245653,0,0.124580784263124,0.189029469787175
0.991775003156135,0,-0.0161478916410616,0.188505028535519
0.719785172745697,0,-0.105678367013702,0.193505804249268
0.242433009601333,0,0.0273021785112051,0.190676031269809
0.304779819652764,0,0.143759104492003,0.187325812521197
0.607961245767545,0,0.0966000435636161,0.191792706536884
0.737898077468254,0,0.106283702795772,0.190226854139638
0.830998461717439,0,0.136568290171941,0.18682350418704
0.951829321506152,0,-0.0265075926159104,0.186026745956075
0.623389753835918,0,-0.136882270599032,0.193905674905978
0.261725762919227,0,-0.311913250523489,0.188027642640461
0.0629631034439963,0,0.237791231573155,0.186975937608225
0.169659830929717,0,0.158957084806048,0.185283597198429
0.33444016068806,0,-0.155197342239636,0.193777260236594
0.950054870547732,0,0.0778110938746179,0.187572608731613
0.0339813516711512,0,-0.336378564454742,0.194588280958559
0.0397636514032569,1,0.38194366273516,0.184919483547405
0.373889828013658,0,0.204809907187971,0.185763996073521
0.814411348604275,0,0.000902149876650604,0.190389504519958
0.67762264539335,0,-0.0273550462202825,0.183608074460365
0.225403628113661,0,-0.0958903990433055,0.187698763644541
0.871602403440349,0,-0.0288478680816882,0.189771306499916
0.534018058632325,0,-0.223179043212714,0.190498243428978
0.423225860985996,0,0.0857119130055399,0.185343142706385
0.145929863616089,0,0.254099161874362,0.192324007365082
0.713075837999055,0,-0.320646356333246,0.185547623112866
0.931356906660883,0,0.0662335573083674,0.188042833200711
0.489474435356835,0,0.0527079666907979,0.190743958809726
0.0930579476373578,1,-0.382732353954279,0.18897730481579
0.427119510840622,0,-0.0334280114298764,0.186780145811497
0.138632582981132,0,-0.179121479365698,0.190375311804523
0.809565944800726,0,0.00245827273739563,0.188256307939852
0.0656279994234917,0,-0.336783268100519,0.183821567423282
0.889933641440571,0,0.0212360974442687,0.187333970055049
0.387277393812797,0,-0.118293084694888,0.187234563207675
0.986404293808695,0,0.145551452328496,0.190848636775843
0.588858182016719,0,0.0415770504940267,0.190667436017634
0.2903897883906,0,0.231319421663232,0.185571191534256
0.65331154522658,0,0.0516173598172069,0.188843400220174
0.921049214149924,0,0.0324021505198977,0.186005952647144
0.717416699988995,0,-0.0913171514689624,0.189367720292832
0.13908308010249,0,0.144179003473956,0.187394255272835
0.349747425970314,0,-0.146142482218587,0.189029518953141
0.693029636042715,0,-0.277303387265758,0.192850800388023
0.97193236988021,0,-0.0727967958569153,0.183979745175864
0.992216267442758,0,-0.17097245008783,0.187720147153945
0.284244035210681,0,0.320291641417624,0.187409033012118
0.645756715928349,0,-0.249112624343989,0.190314545437469
0.975573970252352,0,-0.0401912129739015,0.188281335181083
0.94118251166012,0,0.168611228862001,0.18855368832734
0.616151471318633,0,-0.00670197224909819,0.19126219690554
0.770783286425108,0,-0.00704123423051639,0.182861846889143
0.677120794194842,0,-0.0479358998461923,0.190364736742043
0.149412129395993,0,-0.164052760046006,0.186543654794725
0.194361452377072,0,0.260493492766451,0.183160948731709
0.364107408054138,0,0.0705967739828761,0.189781343701112
0.793576636901433,0,-0.177559016426462,0.18674879750905
0.583914198803861,0,0.247086837380525,0.200529934614257
0.793830273420017,0,0.00504472117725152,0.191848427208555
0.535276768199241,0,0.00900103705603694,0.185391895389598
0.345033758197091,0,-0.193375579255602,0.195546887269426
0.271837377259347,0,0.0514494220687454,0.188596044921624
0.353205399866363,0,0.174861836200338,0.184945981478267
0.315067795722312,0,-0.0838580634060073,0.188959131074676
0.298035505846415,0,-0.0731120338762314,0.187668598807946
0.45076252613147,0,0.0923225580183251,0.192821180025183
0.99205923114225,0,0.0165687567228128,0.190416008713714
0.637722745524443,0,0.210424797517453,0.186928371779924
0.290465792684533,0,0.128065937317062,0.185124439173052
0.43356434722257,0,-0.155215609755029,0.188378292307823
0.383561807858736,0,-0.267826473407591,0.185750858822184
0.350679319118395,0,0.159361944760125,0.185692063522212
0.644377632110684,0,-0.0479241134744175,0.184240578982338
0.585656872473576,0,0.14890963020596,0.183396338387533
0.874157373268704,0,0.0926281608724231,0.185118781855556
0.117369587320016,0,-0.278012735345107,0.189871398467281
0.706704890001739,0,0.1790086130976,0.187262397917366
0.720252309735147,0,-0.247802829281803,0.189423148339069
0.389485654890728,0,0.0821033829549471,0.185919873253155
0.462094003121078,0,-0.0457680244074745,0.19372065275717
0.399935156632759,0,-0.0215404491026461,0.190577468541485
0.324511649316027,0,0.29880249681277,0.189794089636576
0.753983268926064,0,-0.0647066023428082,0.186746309777944
0.79842663138793,0,-0.0133347321309851,0.185978127323734
0.195447768122488,0,-0.0776255077286288,0.195362880253721
0.329444940169803,0,-0.0766830959263411,0.183866779363524
0.0711838263963695,0,0.165563195223416,0.188780544595092
0.180103728665673,0,-0.229200853781273,0.192413716382503
0.497159445885417,0,0.245667653170819,0.189044313824247
0.667549304972026,0,-0.214832459376604,0.19266016789763
0.826018501282789,0,0.0717357006263919,0.188374443642473
0.335682472100067,0,-0.296575087166752,0.185030193834634
0.944341483230847,0,0.0289347012503038,0.189225259144349
0.53818048856293,0,0.197732616218737,0.185858079268137
0.0782051893778412,0,0.350591182300945,0.187652929872742
0.71294922308428,0,-0.0991736049370386,0.187622996242804
0.422238295683745,0,-0.220186355053897,0.184240164760014
0.0912744882054689,1,-0.413813635554018,0.189893240494894
0.235824057726882,0,-0.0609487445243035,0.190110758018085
0.937594930872338,0,-0.0851091561249648,0.190994498487196
0.553983843236867,0,0.0562120403021265,0.188770551451127
0.830218827324068,0,0.0977313623645011,0.200764621814287
0.620463161044106,0,0.12770722966843,0.18650571163717
0.174764675450838,0,-0.231986450902719,0.1926462940777
0.594168526782811,0,-0.0466014086584248,0.188109513735865
0.776106691179578,0,-0.00889993495928421,0.192636906376039
0.406569347446836,0,0.257014528443835,0.189732709694247
0.252856220675353,0,-0.1097390436292,0.192468738474609
0.921820556818903,0,-0.0207137825079853,0.190812507637106
0.928846733610323,0,0.066236515744615,0.187371166353255
0.65295762594136,0,-0.119099308834515,0.185382245838747
0.945937511876478,0,-0.0967904607884453,0.186428081083656
0.150938242683182,0,-0.131372893193487,0.191178441445641
0.590589422686826,0,-0.0465752928435623,0.186675634730185
0.296813666099815,0,-0.285486967511313,0.188892405176017
0.590748903493857,0,0.032238495702996,0.186803200837556
0.43068096617044,0,-0.28176197983559,0.188997747427304
0.176635797926794,0,-0.0354264268592768,0.197663763268039
0.172062963660737,0,0.137757584034726,0.184286884492245
